,output_state,experiment,diagnosis,device_count,initial_eval_loss,initial_eval_top1,initial_eval_top5,invalid_loss_value,max_memory_allocated,final_batch_size,project,linear_probing,curve_length
1925,ok,1081543239620866_micro_set1_TEX_DTD_v1,success,,,,,,,,,,
1926,ok,108217766664950492_micro_set2_FNG_v1,success,,,,,,,,,,
1927,ok,108974573695738560_micro_set0_BCT_v1,success,,,,,,,,,,
1928,ok,109058416118047166_micro_set0_MD_MIX_v1,success,,,,,,,,,,
1929,ok,10575684861673766_micro_set1_APL_v1,success,,,,,,,,,,
1930,ok,10576181171623278_micro_set2_FNG_v1,success,,,,,,,,,,
1931,xx,56442875017666588_micro_set0_MD_MIX_v1,batch_size>dataset_size,,,,,,,,,,
1932,xx,10863436472183285_micro_set0_CRS_v1,batch_size>dataset_size,,,,,,,,,,
1933,ok,102770100575843936_micro_set1_RSICB_v1,success,,,,,,,,,,
1934,xx,10865738536036703_micro_set2_PRT_v1,batch_size>dataset_size,,,,,,,,,,
1935,ok,106643435949509517_micro_set0_CRS_v1,success,,,,,,,,,,
1936,ok,102907349598262682_micro_set2_PLT_DOC_v1,success,,,,,,,,,,
1937,xx,56638816295428159_micro_set0_PLT_VIL_v1,OOM,,,,,,,,,,
1938,ok,104158562542832787_micro_set2_AWA_v1,success,,,,,,,,,,
1939,xx,101304109867425855_micro_set0_CRS_v1,OOM,,,,,,,,,,
1940,ok,101391871903275070_micro_set1_MED_LF_v1,success,,,,,,,,,,
1941,ok,10596019248387392_micro_set1_MED_LF_v1,success,,,,,,,,,,
1942,ok,101921338202525191_micro_set2_BTS_v1,success,,,,,,,,,,
1943,ok,56879507554361172_micro_set0_BCT_v1,success,,,,,,,,,,
1944,xx,109458067329200572_micro_set2_PRT_v1,batch_size>dataset_size,,,,,,,,,,
1945,xx,57050024867941947_micro_set2_FNG_v1,OOM,,,,,,,,,,
1946,xx,10433478784427044_micro_set2_BTS_v1,batch_size>dataset_size,,,,,,,,,,
1947,ok,57319087596610427_micro_set0_RESISC_v1,success,,,,,,,,,,
1948,ok,109584553242780693_micro_set1_RSICB_v1,success,,,,,,,,,,
1949,xx,105148638670157243_micro_set2_FNG_v1,batch_size>dataset_size,,,,,,,,,,
1950,ok,57393960955667107_micro_set2_PLT_DOC_v1,success,,,,,,,,,,
1951,ok,106668003470081882_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
1952,ok,57785292533547190_micro_set1_ACT_40_v1,success,,,,,,,,,,
1953,ok,106837375492828009_micro_set1_PLT_NET_v1,success,,,,,,,,,,
1954,xx,57825140402768022_micro_set2_RSD_v1,OOM,,,,,,,,,,
1955,ok,57856848408933089_micro_set1_MED_LF_v1,success,,,,,,,,,,
1956,xx,10973978878904512_micro_set0_RESISC_v1,batch_size>dataset_size,,,,,,,,,,
1957,xx,109864596504605811_micro_set1_INS_2_v1,AMP,,,,,,,,,,
1958,xx,108431995612071112_micro_set0_CRS_v1,batch_size>dataset_size,,,,,,,,,,
1959,ok,108572038437519290_micro_set1_INS_2_v1,success,,,,,,,,,,
1960,ok,110204179944576664_micro_set0_RESISC_v1,success,,,,,,,,,,
1961,xx,10227922050421709_micro_set0_FLW_v1,batch_size>dataset_size,,,,,,,,,,
1962,ok,104552778478507526_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
1963,xx,10444281611670043_micro_set0_BRD_v1,diverged,,,,,,,,,,
1964,xx,11002703345592020_micro_set0_BCT_v1,OOM,,,,,,,,,,
1965,ok,104778511311061699_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
1966,xx,108958278128937477_micro_set1_MED_LF_v1,AMP,,,,,,,,,,
1967,xx,106995711788631167_micro_set0_MD_MIX_v1,OOM,,,,,,,,,,
1968,xx,11021298348287375_micro_set0_PLK_v1,batch_size>dataset_size,,,,,,,,,,
1969,xx,10713612140751479_micro_set0_PLK_v1,AMP,,,,,,,,,,
1970,ok,110242777272754253_micro_set1_TEX_DTD_v1,success,,,,,,,,,,
1971,ok,10722232526343809_micro_set2_AWA_v1,success,,,,,,,,,,
1972,xx,107119702813317533_micro_set2_TEX_ALOT_v1,OOM,,,,,,,,,,
1973,ok,107620504230558031_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
1974,xx,107632164602825158_micro_set0_MD_MIX_v1,NoCUDA,,,,,,,,,,
1975,xx,107667819765842534_micro_set0_RESISC_v1,NoCUDA,,,,,,,,,,
1976,xx,10781172242217683_micro_set2_RSD_v1,NoCUDA,,,,,,,,,,
1977,xx,108202492599151718_micro_set2_ACT_410_v1,NoCUDA,,,,,,,,,,
1978,ok,10461981312558283_micro_set2_AWA_v1,success,,,,,,,,,,
1979,xx,108587570125779176_micro_set0_FLW_v1,NoCUDA,,,,,,,,,,
1980,xx,108873580017352840_micro_set1_MD_5_BIS_v1,NoCUDA,,,,,,,,,,
1981,ok,10478786555675036_micro_set0_MD_MIX_v1,success,,,,,,,,,,
1982,xx,10326575809848115_micro_set0_BRD_v1,OOM,,,,,,,,,,
1983,ok,111698637493852059_micro_set1_INS_2_v1,success,,,,,,,,,,
1984,xx,10327962954234868_micro_set2_INS_v1,batch_size>dataset_size,,,,,,,,,,
1985,xx,103582631227739931_micro_set2_RSD_v1,AMP,,,,,,,,,,
1986,xx,5832459478214036_micro_set1_PNU_v1,AMP,,,,,,,,,,
1987,xx,5852595666138993_micro_set0_BCT_v1,AMP,,,,,,,,,,
1988,ok,10614846223221167_micro_set1_INS_2_v1,success,,,,,,,,,,
1989,xx,5901445520580981_micro_set1_PLT_NET_v1,OOM,,,,,,,,,,
1990,ok,103680787705149948_micro_set1_DOG_v1,success,,,,,,,,,,
1991,ok,59048762503833708_micro_set2_MD_6_v1,success,,,,,,,,,,
1992,ok,10932265564129010_micro_set2_MD_6_v1,success,,,,,,,,,,
1993,ok,1027147896123020_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
1994,ok,10481900395370304_micro_set1_PLT_NET_v1,success,,,,,,,,,,
1995,xx,59241405647428812_micro_set1_APL_v1,OOM,,,,,,,,,,
1996,ok,10482726735330409_micro_set0_RESISC_v1,success,,,,,,,,,,
1997,ok,1054885949281198_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
1998,ok,102751710105539709_micro_set1_INS_2_v1,success,,,,,,,,,,
1999,ok,106370210522631925_micro_set2_AWA_v1,success,,,,,,,,,,
2000,ok,10277090788016353_micro_set2_PRT_v1,success,,,,,,,,,,
2001,ok,105452429379457437_micro_set0_SPT_v1,success,,,,,,,,,,
2002,ok,1029875535248986_micro_set1_INS_2_v1,success,,,,,,,,,,
2003,xx,104943009779766773_micro_set2_INS_v1,batch_size>dataset_size,,,,,,,,,,
2004,xx,59320978947647865_micro_set0_MD_MIX_v1,AMP,,,,,,,,,,
2005,ok,1030553605439631_micro_set2_ACT_410_v1,success,,,,,,,,,,
2006,ok,105323348556990821_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
2007,ok,59415131402969188_micro_set2_BTS_v1,success,,,,,,,,,,
2008,xx,103797100808850004_micro_set1_APL_v1,batch_size>dataset_size,,,,,,,,,,
2009,xx,103087502581574733_micro_set0_CRS_v1,AMP,,,,,,,,,,
2010,xx,10567086697014689_micro_set0_BCT_v1,OOM,,,,,,,,,,
2011,ok,105681621160446787_micro_set2_ACT_410_v1,success,,,,,,,,,,
2012,ok,1031609719946541_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
2013,ok,104343264907905520_micro_set0_FLW_v1,success,,,,,,,,,,
2014,xx,10912419765553145_micro_set1_TEX_DTD_v1,OOM,,,,,,,,,,
2015,ok,104358395458133216_micro_set2_RSD_v1,success,,,,,,,,,,
2016,xx,109167067575961901_micro_set2_INS_v1,batch_size>dataset_size,,,,,,,,,,
2017,ok,10438184995380644_micro_set0_BCT_v1,success,,,,,,,,,,
2018,xx,109200163147676068_micro_set0_PLK_v1,OOM,,,,,,,,,,
2019,ok,104508537442762477_micro_set2_FNG_v1,success,,,,,,,,,,
2020,ok,10570524151777293_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
2021,ok,10588038764931549_micro_set1_RSICB_v1,success,,,,,,,,,,
2022,ok,109543649907691966_micro_set0_BCT_v1,success,,,,,,,,,,
2023,xx,106842315970736194_micro_set0_PLK_v1,OOM,,,,,,,,,,
2024,xx,106826197880581777_micro_set1_MED_LF_v1,AMP,,,,,,,,,,
2025,ok,105746961797066418_micro_set0_BCT_v1,success,,,,,,,,,,
2026,ok,109556465249542423_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
2027,ok,10497092407305044_micro_set0_PLK_v1,success,,,,,,,,,,
2028,ok,1096731605731916_micro_set0_PLK_v1,success,,,,,,,,,,
2029,ok,10503157916934830_micro_set0_BCT_v1,success,,,,,,,,,,
2030,ok,10328202933819627_micro_set2_ACT_410_v1,success,,,,,,,,,,
2031,ok,110019661071680676_micro_set0_PLK_v1,success,,,,,,,,,,
2032,ok,103457066566653030_micro_set0_PLK_v1,success,,,,,,,,,,
2033,ok,11069242905325106_micro_set2_PLT_DOC_v1,success,,,,,,,,,,
2034,ok,10357746004839096_micro_set2_PRT_v1,success,,,,,,,,,,
2035,xx,59695964619479683_micro_set0_BCT_v1,diverged,,,,,,,,,,
2036,ok,5986308251828551_micro_set2_BTS_v1,success,,,,,,,,,,
2037,xx,10510440495034489_micro_set2_BTS_v1,AMP,,,,,,,,,,
2038,xx,59925264310378455_micro_set1_PNU_v1,OOM,,,,,,,,,,
2039,ok,105205917232746213_micro_set2_FNG_v1,success,,,,,,,,,,
2040,ok,105406221221065885_micro_set1_TEX_DTD_v1,success,,,,,,,,,,
2041,xx,10553649631209177_micro_set0_CRS_v1,AMP,,,,,,,,,,
2042,xx,10715183998069221_micro_set1_PNU_v1,OOM,,,,,,,,,,
2043,ok,103949521431688234_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
2044,xx,10718180094515691_micro_set0_PLT_VIL_v1,AMP,,,,,,,,,,
2045,xx,105963536811579745_micro_set0_TEX_v1,AMP,,,,,,,,,,
2046,xx,10550119752883203_micro_set0_TEX_v1,OOM,,,,,,,,,,
2047,xx,106111075951776983_micro_set1_PNU_v1,AMP,,,,,,,,,,
2048,xx,103886597368900291_micro_set2_ACT_410_v1,OOM,,,,,,,,,,
2049,ok,10658253822757689_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
2050,ok,107160684133660393_micro_set1_DOG_v1,success,,,,,,,,,,
2051,ok,111269332375513857_micro_set1_APL_v1,success,,,,,,,,,,
2052,xx,107259294907057719_micro_set2_AWA_v1,OOM,,,,,,,,,,
2053,xx,11003514254336135_micro_set2_ACT_410_v1,AMP,,,,,,,,,,
2054,xx,10671034796853273_micro_set2_TEX_ALOT_v1,AMP,,,,,,,,,,
2055,ok,10757254589257935_micro_set0_RESISC_v1,success,,,,,,,,,,
2056,xx,11006247324495861_micro_set0_CRS_v1,success,,,,,,,,,,
2057,ok,107784010473089222_micro_set2_MD_6_v1,success,,,,,,,,,,
2058,xx,11033860175479258_micro_set2_FNG_v1,batch_size>dataset_size,,,,,,,,,,
2059,xx,10755090331434354_micro_set0_CRS_v1,OOM,,,,,,,,,,
2060,ok,110654187571990174_micro_set2_FNG_v1,success,,,,,,,,,,
2061,ok,111845005384147592_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
2062,ok,111948100521653002_micro_set0_BCT_v1,success,,,,,,,,,,
2063,ok,108337949447287488_micro_set1_MED_LF_v1,success,,,,,,,,,,
2064,ok,60069745710694031_micro_set0_BRD_v1,success,,,,,,,,,,
2065,ok,6031497164645597_micro_set1_RSICB_v1,success,,,,,,,,,,
2066,ok,109728905534847868_micro_set0_CRS_v1,success,,,,,,,,,,
2067,xx,107277510355630547_micro_set1_PLT_NET_v1,AMP,,,,,,,,,,
2068,xx,10814221945484901_micro_set1_ACT_40_v1,AMP,,,,,,,,,,
2069,ok,110085512133077484_micro_set1_ACT_40_v1,success,,,,,,,,,,
2070,xx,108468435936902435_micro_set1_PLT_NET_v1,batch_size>dataset_size,,,,,,,,,,
2071,ok,108588564503317916_micro_set1_PLT_NET_v1,success,,,,,,,,,,
2072,xx,60359959058589537_micro_set0_BRD_v1,AMP,,,,,,,,,,
2073,ok,108122930663590568_micro_set1_TEX_DTD_v1,success,,,,,,,,,,
2074,ok,106721600144064812_micro_set1_ACT_40_v1,success,,,,,,,,,,
2075,xx,112088176830819475_micro_set1_INS_2_v1,success,,,,,,,,,,
2076,ok,112288420426124705_micro_set0_CRS_v1,success,,,,,,,,,,
2077,xx,10853510520689311_micro_set1_MED_LF_v1,OOM,,,,,,,,,,
2078,xx,109419827273343323_micro_set1_MED_LF_v1,batch_size>dataset_size,,,,,,,,,,
2079,ok,11358191276157848_micro_set0_FLW_v1,success,,,,,,,,,,
2080,xx,112095673585515401_micro_set0_BRD_v1,OOM,,,,,,,,,,
2081,xx,11381816531984749_micro_set2_BTS_v1,diverged,,,,,,,,,,
2082,ok,60620133761896035_micro_set2_PLT_DOC_v1,success,,,,,,,,,,
2083,xx,60640727524452574_micro_set1_INS_2_v1,batch_size>dataset_size,,,,,,,,,,
2084,xx,11243640971073599_micro_set2_PLT_DOC_v1,batch_size>dataset_size,,,,,,,,,,
2085,xx,10726017844678440_micro_set1_PNU_v1,OOM,,,,,,,,,,
2086,ok,112594978711966665_micro_set1_PNU_v1,success,,,,,,,,,,
2087,ok,107292186010547498_micro_set2_MD_6_v1,success,,,,,,,,,,
2088,xx,110373879729518918_micro_set2_RSD_v1,OOM,,,,,,,,,,
2089,xx,11323514251139035_micro_set0_BCT_v1,AMP,,,,,,,,,,
2090,ok,107731788514623463_micro_set2_MD_6_v1,success,,,,,,,,,,
2091,xx,107983556135131786_micro_set0_SPT_v1,batch_size>dataset_size,,,,,,,,,,
2092,ok,111123840788482328_micro_set0_BCT_v1,success,,,,,,,,,,
2093,xx,11146871725690837_micro_set1_PLT_NET_v1,AMP,,,,,,,,,,
2094,xx,112241673995585511_micro_set1_PLT_NET_v1,AMP,,,,,,,,,,
2095,ok,11243915242898773_micro_set1_MED_LF_v1,success,,,,,,,,,,
2096,xx,10996230532749281_micro_set1_APL_v1,batch_size>dataset_size,,,,,,,,,,
2097,ok,113520232897587804_micro_set1_APL_v1,success,,,,,,,,,,
2098,ok,1100397939219050_micro_set2_AWA_v1,success,,,,,,,,,,
2099,xx,108733383217497911_micro_set0_PLT_VIL_v1,NoCUDA,,,,,,,,,,
2100,xx,108748898438569922_micro_set1_DOG_v1,NoCUDA,,,,,,,,,,
2101,xx,108845374012529248_micro_set0_CRS_v1,NoCUDA,,,,,,,,,,
2102,xx,113586660177526585_micro_set2_INS_v1,AMP,,,,,,,,,,
2103,ok,1135509782546345_micro_set2_BTS_v1,success,,,,,,,,,,
2104,xx,109003112080440617_micro_set2_MD_6_v1,NoCUDA,,,,,,,,,,
2105,xx,10935242975770128_micro_set2_TEX_ALOT_v1,NoCUDA,,,,,,,,,,
2106,ok,114004979190093371_micro_set1_INS_2_v1,success,,,,,,,,,,
2107,xx,109677781225314142_micro_set0_SPT_v1,NoCUDA,,,,,,,,,,
2108,xx,11045042810913263_micro_set1_PNU_v1,NoCUDA,,,,,,,,,,
2109,ok,108886169268609746_micro_set0_RESISC_v1,success,,,,,,,,,,
2110,xx,11048446878895455_micro_set2_ACT_410_v1,NoCUDA,,,,,,,,,,
2111,ok,110489041979158958_micro_set2_ACT_410_v1,success,,,,,,,,,,
2112,ok,10737108512678944_micro_set0_MD_MIX_v1,success,,,,,,,,,,
2113,ok,11076589034993386_micro_set0_PLK_v1,success,,,,,,,,,,
2114,ok,110868653412812210_micro_set2_AWA_v1,success,,,,,,,,,,
2115,ok,110294783849069828_micro_set0_BRD_v1,success,,,,,,,,,,
2116,ok,110939094441409925_micro_set0_RESISC_v1,success,,,,,,,,,,
2117,ok,111333331678330423_micro_set2_BTS_v1,success,,,,,,,,,,
2118,ok,114482347867967712_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
2119,xx,109581965585373936_micro_set2_FNG_v1,OOM,,,,,,,,,,
2120,ok,114520986764799896_micro_set2_MD_6_v1,success,,,,,,,,,,
2121,xx,109828080548727819_micro_set1_MED_LF_v1,OOM,,,,,,,,,,
2122,xx,114611364796004602_micro_set2_RSD_v1,batch_size>dataset_size,,,,,,,,,,
2123,ok,11332047501207497_micro_set1_INS_2_v1,success,,,,,,,,,,
2124,xx,11479854566157189_micro_set2_AWA_v1,success,,,,,,,,,,
2125,xx,61934677717185187_micro_set0_SPT_v1,OOM,,,,,,,,,,
2126,xx,62015655812486121_micro_set0_PLT_VIL_v1,AMP,,,,,,,,,,
2127,xx,115012693448375268_micro_set1_MED_LF_v1,AMP,,,,,,,,,,
2128,ok,114679198567461166_micro_set0_SPT_v1,success,,,,,,,,,,
2129,xx,107471113550427999_micro_set0_BRD_v1,AMP,,,,,,,,,,
2130,xx,115037516148981641_micro_set2_PRT_v1,batch_size>dataset_size,,,,,,,,,,
2131,ok,113505272314853086_micro_set1_ACT_40_v1,success,,,,,,,,,,
2132,ok,62566518831954414_micro_set0_BCT_v1,success,,,,,,,,,,
2133,xx,107485317140527705_micro_set2_RSD_v1,AMP,,,,,,,,,,
2134,xx,107507825867205987_micro_set0_CRS_v1,diverged,,,,,,,,,,
2135,xx,113598555114243793_micro_set0_RESISC_v1,OOM,,,,,,,,,,
2136,xx,115485943673139800_micro_set0_SPT_v1,OOM,,,,,,,,,,
2137,xx,107590858428559322_micro_set1_MD_5_BIS_v1,OOM,,,,,,,,,,
2138,xx,11022323450387649_micro_set0_PLT_VIL_v1,AMP,,,,,,,,,,
2139,ok,113620269066984981_micro_set0_TEX_v1,success,,,,,,,,,,
2140,ok,107685962876802479_micro_set0_PLK_v1,success,,,,,,,,,,
2141,xx,115720430060615812_micro_set1_RSICB_v1,batch_size>dataset_size,,,,,,,,,,
2142,ok,110833626029671033_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
2143,xx,10463475048133517_micro_set1_TEX_DTD_v1,batch_size>dataset_size,,,,,,,,,,
2144,xx,111010316047469908_micro_set1_MED_LF_v1,batch_size>dataset_size,,,,,,,,,,
2145,xx,11151821630754567_micro_set0_RESISC_v1,AMP,,,,,,,,,,
2146,xx,62630318946803991_micro_set1_MD_5_BIS_v1,AMP,,,,,,,,,,
2147,ok,111674313789568718_micro_set2_AWA_v1,success,,,,,,,,,,
2148,xx,116204309894018286_micro_set0_PLK_v1,OOM,,,,,,,,,,
2149,xx,107676441788676002_micro_set1_MED_LF_v1,OOM,,,,,,,,,,
2150,ok,115240908582329359_micro_set0_MD_MIX_v1,success,,,,,,,,,,
2151,ok,115783399711910805_micro_set1_INS_2_v1,success,,,,,,,,,,
2152,ok,1116052394750314_micro_set1_APL_v1,success,,,,,,,,,,
2153,xx,116236899173144195_micro_set1_PLT_NET_v1,batch_size>dataset_size,,,,,,,,,,
2154,ok,11198630193482529_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
2155,ok,114085751163723910_micro_set0_FLW_v1,success,,,,,,,,,,
2156,ok,116673738766930_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
2157,ok,1142477799886839_micro_set2_PLT_DOC_v1,success,,,,,,,,,,
2158,ok,11751711710354551_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
2159,xx,107728619289685589_micro_set0_PLT_VIL_v1,OOM,,,,,,,,,,
2160,ok,6266851992078951_micro_set1_TEX_DTD_v1,success,,,,,,,,,,
2161,xx,11272687525757484_micro_set2_PLT_DOC_v1,OOM,,,,,,,,,,
2162,ok,107738083939125026_micro_set1_ACT_40_v1,success,,,,,,,,,,
2163,xx,116420119185107355_micro_set1_APL_v1,OOM,,,,,,,,,,
2164,ok,11716727850084241_micro_set2_INS_v1,success,,,,,,,,,,
2165,ok,11737797237781921_micro_set1_DOG_v1,success,,,,,,,,,,
2166,ok,11493478149108581_micro_set2_MD_6_v1,success,,,,,,,,,,
2167,xx,105029363714125283_micro_set0_SPT_v1,batch_size>dataset_size,,,,,,,,,,
2168,xx,111361066321552553_micro_set1_TEX_DTD_v1,OOM,,,,,,,,,,
2169,ok,105042589266193419_micro_set1_APL_v1,success,,,,,,,,,,
2170,ok,11805914927369614_micro_set0_SPT_v1,success,,,,,,,,,,
2171,xx,112115276949207984_micro_set1_TEX_DTD_v1,OOM,,,,,,,,,,
2172,xx,112088346248616729_micro_set1_PNU_v1,AMP,,,,,,,,,,
2173,ok,62814146750945_micro_set0_MD_MIX_v1,success,,,,,,,,,,
2174,ok,11232167717949699_micro_set0_SPT_v1,success,,,,,,,,,,
2175,ok,10805047256935287_micro_set2_ACT_410_v1,success,,,,,,,,,,
2176,ok,11236598352097409_micro_set1_PLT_NET_v1,success,,,,,,,,,,
2177,ok,112462010162258387_micro_set0_FLW_v1,success,,,,,,,,,,
2178,ok,1085548822532256_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
2179,xx,113658315417418155_micro_set1_ACT_40_v1,diverged,,,,,,,,,,
2180,xx,108692741478476595_micro_set1_APL_v1,AMP,,,,,,,,,,
2181,xx,112483938386641714_micro_set0_BRD_v1,batch_size>dataset_size,,,,,,,,,,
2182,xx,114949460473129042_micro_set0_PLT_VIL_v1,batch_size>dataset_size,,,,,,,,,,
2183,xx,114380901668651073_micro_set1_ACT_40_v1,OOM,,,,,,,,,,
2184,ok,113055190690866864_micro_set1_TEX_DTD_v1,success,,,,,,,,,,
2185,xx,115365129316390367_micro_set1_MD_5_BIS_v1,batch_size>dataset_size,,,,,,,,,,
2186,ok,11521485561591042_micro_set0_MD_MIX_v1,success,,,,,,,,,,
2187,ok,11762883742858799_micro_set2_AWA_v1,success,,,,,,,,,,
2188,ok,115700099155829898_micro_set0_SPT_v1,success,,,,,,,,,,
2189,xx,105080819977086082_micro_set0_BRD_v1,OOM,,,,,,,,,,
2190,ok,118851110634622335_micro_set0_CRS_v1,success,,,,,,,,,,
2191,xx,105115961919005082_micro_set2_PRT_v1,OOM,,,,,,,,,,
2192,xx,113119396965656507_micro_set1_INS_2_v1,OOM,,,,,,,,,,
2193,ok,11322842975319120_micro_set1_PNU_v1,success,,,,,,,,,,
2194,xx,11312161954093432_micro_set2_FNG_v1,OOM,,,,,,,,,,
2195,ok,11365152361324662_micro_set0_RESISC_v1,success,,,,,,,,,,
2196,ok,6342978604942021_micro_set1_RSICB_v1,success,,,,,,,,,,
2197,xx,63545987857729091_micro_set0_TEX_v1,diverged,,,,,,,,,,
2198,xx,6397671448145790_micro_set0_BRD_v1,OOM,,,,,,,,,,
2199,xx,6422377769920694_micro_set0_PLK_v1,OOM,,,,,,,,,,
2200,ok,64544576640282249_micro_set2_PLT_DOC_v1,success,,,,,,,,,,
2201,ok,6468068363715604_micro_set2_INS_v1,success,,,,,,,,,,
2202,ok,105152595729930082_micro_set2_PRT_v1,success,,,,,,,,,,
2203,xx,11401330002292385_micro_set1_INS_2_v1,batch_size>dataset_size,,,,,,,,,,
2204,ok,11423493084553436_micro_set1_MED_LF_v1,success,,,,,,,,,,
2205,xx,10515289722408305_micro_set1_APL_v1,AMP,,,,,,,,,,
2206,ok,6501479223528938_micro_set2_PRT_v1,success,,,,,,,,,,
2207,ok,10521452353778215_micro_set0_BRD_v1,success,,,,,,,,,,
2208,ok,113449028766014820_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
2209,xx,110995644930257751_micro_set0_FLW_v1,success,,,,,,,,,,
2210,ok,11432332382278617_micro_set0_PLK_v1,success,,,,,,,,,,
2211,ok,110674772662345592_micro_set1_RSICB_v1,success,,,,,,,,,,
2212,ok,11918233197845660_micro_set1_PNU_v1,success,,,,,,,,,,
2213,ok,111468703299027297_micro_set1_RSICB_v1,success,,,,,,,,,,
2214,ok,112615102691017744_micro_set2_PLT_DOC_v1,success,,,,,,,,,,
2215,ok,116089444975792401_micro_set0_RESISC_v1,success,,,,,,,,,,
2216,ok,10877846395072596_micro_set0_MD_MIX_v1,success,,,,,,,,,,
2217,xx,11860256017998200_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
2218,ok,10900983267320857_micro_set2_ACT_410_v1,success,,,,,,,,,,
2219,xx,119185538148413797_micro_set1_MD_5_BIS_v1,OOM,,,,,,,,,,
2220,ok,116117708370166785_micro_set1_PLT_NET_v1,success,,,,,,,,,,
2221,ok,1194050525215392_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
2222,xx,11607308636617258_micro_set2_MD_6_v1,batch_size>dataset_size,,,,,,,,,,
2223,ok,11621909250883227_micro_set1_PNU_v1,success,,,,,,,,,,
2224,ok,11286299914862792_micro_set0_TEX_v1,success,,,,,,,,,,
2225,ok,11916764516605722_micro_set1_PNU_v1,success,,,,,,,,,,
2226,xx,119192569820943271_micro_set1_APL_v1,AMP,,,,,,,,,,
2227,xx,119392534071103456_micro_set0_CRS_v1,NoCUDA,,,,,,,,,,
2228,ok,11332806164161298_micro_set0_BCT_v1,success,,,,,,,,,,
2229,xx,119490941087815277_micro_set0_MD_MIX_v1,NoCUDA,,,,,,,,,,
2230,ok,109093804383851970_micro_set0_BCT_v1,success,,,,,,,,,,
2231,xx,114799052300060575_micro_set1_INS_2_v1,NoCUDA,,,,,,,,,,
2232,xx,112573265236390006_micro_set1_MD_5_BIS_v1,OOM,,,,,,,,,,
2233,xx,116350504021350571_micro_set0_TEX_v1,NoCUDA,,,,,,,,,,
2234,xx,11638316409699191_micro_set1_APL_v1,NoCUDA,,,,,,,,,,
2235,ok,11505575099218820_micro_set0_RESISC_v1,success,,,,,,,,,,
2236,xx,115723465334358884_micro_set0_SPT_v1,NoCUDA,,,,,,,,,,
2237,ok,112643285127585510_micro_set1_DOG_v1,success,,,,,,,,,,
2238,ok,11646195881624041_micro_set1_INS_2_v1,success,,,,,,,,,,
2239,ok,115843173020086422_micro_set1_MED_LF_v1,success,,,,,,,,,,
2240,xx,11428325791166519_micro_set0_FLW_v1,AMP,,,,,,,,,,
2241,xx,115482663415943708_micro_set2_INS_v1,AMP,,,,,,,,,,
2242,xx,11632656538152215_micro_set1_MED_LF_v1,OOM,,,,,,,,,,
2243,ok,11608843683094692_micro_set0_PLK_v1,success,,,,,,,,,,
2244,xx,120110104435973613_micro_set0_MD_MIX_v1,success,,,,,,,,,,
2245,xx,11657515242653474_micro_set0_PLT_VIL_v1,success,,,,,,,,,,
2246,xx,105306908325805420_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
2247,xx,109228617717455985_micro_set2_PRT_v1,success,,,,,,,,,,
2248,xx,119904573581128289_micro_set2_MD_6_v1,OOM,,,,,,,,,,
2249,ok,109362168364073227_micro_set1_MED_LF_v1,success,,,,,,,,,,
2250,xx,116664992739098958_micro_set0_SPT_v1,success,,,,,,,,,,
2251,xx,105312454482497853_micro_set1_RSICB_v1,success,,,,,,,,,,
2252,xx,105367610952630595_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
2253,xx,12047366249497636_micro_set0_FLW_v1,success,,,,,,,,,,
2254,ok,119976160204217920_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
2255,xx,10540966168544643_micro_set2_FNG_v1,success,,,,,,,,,,
2256,xx,116263130983076907_micro_set1_MD_5_BIS_v1,success,,,,,,,,,,
2257,xx,105513471825138923_micro_set1_PNU_v1,success,,,,,,,,,,
2258,xx,120492449896301965_micro_set2_BTS_v1,success,,,,,,,,,,
2259,xx,116327320084414298_micro_set0_TEX_v1,success,,,,,,,,,,
2260,xx,120795261934818920_micro_set1_APL_v1,success,,,,,,,,,,
2261,xx,105571899689091781_micro_set2_TEX_ALOT_v1,success,,,,,,,,,,
2262,xx,1057215561307382_micro_set1_ACT_40_v1,success,,,,,,,,,,
2263,xx,12089222395487608_micro_set0_TEX_v1,success,,,,,,,,,,
